pmid,title,journal,year,abstract,text_length
38099965,Robustness of apparent diffusion coefficient-based lymph node classification for diagnosis of prostate cancer metastasis.,European radiology,2024,"The aim of this proof-of-principle study combining data analysis and computer simulation was to evaluate the robustness of apparent diffusion coefficient (ADC) values for lymph node classification in prostate cancer under conditions comparable to clinical practice. To assess differences in ADC and inter-rater variability, ADC values of 359 lymph nodes in 101 patients undergoing simultaneous prostate-specific membrane antigen (PSMA)-PET/MRI were retrospectively measured by two blinded readers and compared in a node-by-node analysis with respect to lymph node status. In addition, a phantom and 13 patients with 86 lymph nodes were prospectively measured on two different MRI scanners to analyze inter-scanner agreement. To estimate the diagnostic quality of the ADC in real-world application, a computer simulation was used to emulate the blurring caused by scanner and reader variability. To account for intra-individual correlation, the statistical analyses and simulations were based on linear mixed models. The mean ADC of lymph nodes showing PSMA signals in PET was markedly lower (0.77 × 10 Our model-based simulation approach implicates a high potential of ADC for lymph node classification in prostate cancer, even when inter-rater and inter-scanner variability are considered. The ADC value shows a high diagnostic potential for lymph node classification in prostate cancer. The robustness to scanner and reader variability implicates that this easy to measure and widely available method could be readily integrated into clinical routine. • The diagnostic value of the apparent diffusion coefficient (ADC) for lymph node classification in prostate cancer is unclear in the light of inter-rater and inter-scanner variability. • Metastatic and inconspicuous lymph nodes differ significantly in ADC, resulting in a high diagnostic potential that is robust to inter-scanner and inter-rater variability. • ADC has a high potential for lymph node classification in prostate cancer that is maintained under conditions comparable to clinical practice.",2058
38099964,Smart forecasting of artifacts in contrast-enhanced breast MRI before contrast agent administration.,European radiology,2024,"To evaluate whether artifacts on contrast-enhanced (CE) breast MRI maximum intensity projections (MIPs) might already be forecast before gadolinium-based contrast agent (GBCA) administration during an ongoing examination by analyzing the unenhanced T1-weighted images acquired before the GBCA injection. This IRB-approved retrospective analysis consisted of n = 2884 breast CE MRI examinations after intravenous administration of GBCA, acquired with n = 4 different MRI devices at different field strengths (1.5 T/3 T) during clinical routine. CE-derived subtraction MIPs were used to conduct a multi-class multi-reader evaluation of the presence and severity of artifacts with three independent readers. An ensemble classifier (EC) of five DenseNet models was used to predict artifacts for the post-contrast subtraction MIPs, giving as the input source only the pre-contrast T1-weighted sequence. Thus, the acquisition directly preceded the GBCA injection. The area under ROC (AuROC) and diagnostics accuracy scores were used to assess the performance of the neural network in an independent holdout test set (n = 285). After majority voting, potentially significant artifacts were detected in 53.6% (n = 1521) of all breast MRI examinations (age 49.6 ± 12.6 years). In the holdout test set (mean age 49.7 ± 11.8 years), at a specificity level of 89%, the EC could forecast around one-third of artifacts (sensitivity 31%) before GBCA administration, with an AuROC = 0.66. This study demonstrates the capability of a neural network to forecast the occurrence of artifacts on CE subtraction data before the GBCA administration. If confirmed in larger studies, this might enable a workflow-blended approach to prevent breast MRI artifacts by implementing in-scan personalized predictive algorithms. Some artifacts in contrast-enhanced breast MRI maximum intensity projections might be predictable before gadolinium-based contrast agent injection using a neural network. • Potentially significant artifacts can be observed in a relevant proportion of breast MRI subtraction sequences after gadolinium-based contrast agent administration (GBCA). • Forecasting the occurrence of such artifacts in subtraction maximum intensity projections before GBCA administration for individual patients was feasible at 89% specificity, which allowed correctly predicting one in three future artifacts. • Further research is necessary to investigate the clinical value of such smart personalized imaging approaches.",2496
38092951,Safe use of contrast media in myasthenia gravis: systematic review and updated European Society of Urogenital Radiology Contrast Media Safety Committee guidelines.,European radiology,2024,"It is uncertain whether modern iodine-based or gadolinium-based contrast media (CM) administration can lead to increased symptoms in patients with myasthenia gravis. A systematic search in Medline was conducted for studies describing the symptomatology of myasthenia gravis patients before and after receiving intravenous (IV) CM and having a matched control group of myasthenia gravis patients who did not receive IV CM. Three retrospective studies were selected with a total of 374 myasthenia gravis patients who received iodine-based CM and a total of 313 myasthenia gravis patients who underwent unenhanced CT and served as controls. Pooling of the data from the three retrospective studies showed that in 23 of 374 patients, increased symptoms after iodine-based CM administration were described (6.1%). Increased symptomatology also occurred in 11 of 313 patients after unenhanced CT (3.5%). When looking more deeply into the data of the three studies, conflicting results were found, as two articles did not find any relationship between CM and myasthenia gravis symptoms. The remaining study only found a significant increase in symptomatology within 1 day after CT scanning: seven patients (6.3%) in the contrast-enhanced CT group and one patient (0.6%) in the unenhanced CT group (p = 0.01). There is limited evidence on the relationship between CM and myasthenia gravis symptoms. In the vast majority of myasthenia gravis patients, CM are safe. Probably, in less than 5% of the patients, iodine-based CM administration may lead to increased severity of the symptoms within the first 24 h after administration. Be aware that intravenous administration of iodine-based contrast media can lead to an increase of symptoms in patients with myasthenia gravis within the first 24 h. This can probably happen in less than 5% of the patients. • It is unclear whether modern contrast media can lead to increased symptoms in myasthenia gravis patients after intravenous administration. • There seems to be a small risk of increased myasthenia gravis symptoms within 24 h after intravenous administration of iodine-based contrast media, probably in less than 5% of the administrations. • Gadolinium-based contrast media are safe for patients with myasthenia gravis.",2264
38090808,Evolving Treatment Paradigms for Low-Risk Ductal Carcinoma In Situ: Imaging Needs.,AJR. American journal of roentgenology,2024,"Ductal carcinoma in situ (DCIS) is a nonobligate precursor to invasive cancer that classically presents as asymptomatic calcifications on screening mammography. The increase in DCIS diagnoses with organized screening programs has raised concerns about overdiagnosis, while a patientcentric push for more personalized care has increased awareness about DCIS overtreatment. The standard of care for most new DCIS diagnoses is surgical excision, but nonsurgical management via active monitoring is gaining attention, and multiple clinical trials are ongoing. Imaging, along with demographic and pathologic information, is a critical component of active monitoring efforts. Commonly used imaging modalities including mammography, ultrasound, and MRI, as well as newer modalities such as contrast-enhanced mammography and dedicated breast PET, can provide prognostic information to risk stratify patients for DCIS active monitoring eligibility. Furthermore, radiologists will be responsible for closely surveilling patients on active monitoring and identifying if invasive progression occurs. Active monitoring is a paradigm shift for DCIS care, but the success or failure will rely heavily on the interpretations and guidance of radiologists.",1238
38090807,Multiparametric Versus Biparametric Prostate MRI: Comparison of NPV for Clinically Significant Prostate Cancer.,AJR. American journal of roentgenology,2024,"In this single-center retrospective study, multiparametric and biparametric prostate MRI showed no statistically significant difference in NPV for clinically significant prostate cancer, including in subgroups of patients on active surveillance and with no prior prostate cancer history.",287
38087063,Optic nerve thickening on high-spatial-resolution MRI predicts early-stage postlaminar optic nerve invasion in retinoblastoma.,European radiology,2024,"To assess the diagnostic accuracy of nerve thickening on MRI to predict early-stage postlaminar optic nerve invasion (PLONI) in retinoblastoma. Furthermore, this study aimed to incorporate measurements into a multiparametric model for radiological determination of PLONI. In this retrospective multicenter case-control study, high-spatial-resolution 3D T2-weighted MR images were used to measure the distal optic nerve. Histopathology was the reference standard for PLONI. Two neuroradiologists independently measured the optic nerve width, height, and surface at 0, 3, and 5 mm from the most distal part of the optic nerve. Subsequently, PLONI was scored on contrast-enhanced T1-weighted and 3D T2-weighted images, blinded for clinical data. Optic nerve measurements with the highest diagnostic accuracy for PLONI were incorporated into a prediction model for radiological determination of PLONI. One hundred twenty-four retinoblastoma patients (median age, 22 months [range, 0-113], 58 female) were included, resulting in 25 retinoblastoma eyes with histopathologically proven PLONI and 206 without PLONI. ROC analysis of axial optic nerve width measured at 0 mm yielded the best area under the curve of 0.88 (95% confidence interval: 0.79, 0.96; p < 0.001). The optimal width cutoff was ≥ 2.215 mm, with a sensitivity of 84% (95% CI: 64, 95%) and specificity of 83% (95% CI: 75, 89%) for detecting PLONI. Combining width measurements with the suspicion of PLONI on MRI sequences resulted in a prediction model with an improved sensitivity and specificity of respectively up to 88% and 92%. Postlaminar optic nerve thickening can predict early-stage postlaminar optic nerve invasion in retinoblastoma. This study provides an additional tool for clinicians to help determine postlaminar optic nerve invasion, which is a risk factor for developing metastatic disease in retinoblastoma patients. • The diagnostic accuracy of contrast-enhanced MRI for detecting postlaminar optic nerve invasion is limited in retinoblastoma patients. • Optic nerve thickening can predict postlaminar optic nerve invasion. • A prediction model combining MRI features has a high sensitivity and specificity for detecting postlaminar optic nerve invasion.",2233
38081200,"MRI in addition to CT in patients scheduled for local therapy of colorectal liver metastases (CAMINO): an international, multicentre, prospective, diagnostic accuracy trial.",The Lancet. Oncology,2024,"Guidelines are inconclusive on whether contrast-enhanced MRI using gadoxetic acid and diffusion-weighted imaging should be added routinely to CT in the investigation of patients with colorectal liver metastases who are scheduled for curative liver resection or thermal ablation, or both. Although contrast-enhanced MRI is reportedly superior than contrast-enhanced CT in the detection and characterisation of colorectal liver metastases, its effect on clinical patient management is unknown. We aimed to assess the clinical effect of an additional liver contrast-enhanced MRI on local treatment plan in patients with colorectal liver metastases amenable to local treatment, based on contrast-enhanced CT. We did an international, multicentre, prospective, incremental diagnostic accuracy trial in 14 liver surgery centres in the Netherlands, Belgium, Norway, and Italy. Participants were aged 18 years or older with histological proof of colorectal cancer, a WHO performance status score of 0-4, and primary or recurrent colorectal liver metastases, who were scheduled for local therapy based on contrast-enhanced CT. All patients had contrast-enhanced CT and liver contrast-enhanced MRI including diffusion-weighted imaging and gadoxetic acid as a contrast agent before undergoing local therapy. The primary outcome was change in the local clinical treatment plan (decided by the individual clinics) on the basis of liver contrast-enhanced MRI findings, analysed in the intention-to-image population. The minimal clinically important difference in the proportion of patients who would have change in their local treatment plan due to an additional liver contrast-enhanced MRI was 10%. This study is closed and registered in the Netherlands Trial Register, NL8039. Between Dec 17, 2019, and July 31, 2021, 325 patients with colorectal liver metastases were assessed for eligibility. 298 patients were enrolled and included in the intention-to-treat population, including 177 males (59%) and 121 females (41%) with planned local therapy based on contrast-enhanced CT. A change in the local treatment plan based on liver contrast-enhanced MRI findings was observed in 92 (31%; 95% CI 26-36) of 298 patients. Changes were made for 40 patients (13%) requiring more extensive local therapy, 11 patients (4%) requiring less extensive local therapy, and 34 patients (11%) in whom the indication for curative-intent local therapy was revoked, including 26 patients (9%) with too extensive disease and eight patients (3%) with benign lesions on liver contrast-enhanced MRI (confirmed by a median follow-up of 21·0 months [IQR 17·5-24·0]). Liver contrast-enhanced MRI should be considered in all patients scheduled for local treatment for colorectal liver metastases on the basis of contrast-enhanced CT imaging. The Dutch Cancer Society and Bayer AG - Pharmaceuticals.",2859
38062268,"Soft tissue tumor imaging in adults: European Society of Musculoskeletal Radiology-Guidelines 2023-overview, and primary local imaging: how and where?",European radiology,2024,"Early, accurate diagnosis is crucial for the prognosis of patients with soft tissue sarcomas. To this end, standardization of imaging algorithms, technical requirements, and reporting is therefore a prerequisite. Since the first European Society of Musculoskeletal Radiology (ESSR) consensus in 2015, technical achievements, further insights into specific entities, and the revised WHO-classification (2020) and AJCC staging system (2017) made an update necessary. The guidelines are intended to support radiologists in their decision-making and contribute to interdisciplinary tumor board discussions. A validated Delphi method based on peer-reviewed literature was used to derive consensus among a panel of 46 specialized musculoskeletal radiologists from 12 European countries. Statements were scored online by level of agreement (0 to 10) during two iterative rounds. Either ""group consensus,"" ""group agreement,"" or ""lack of agreement"" was achieved. Eight sections were defined that finally contained 145 statements with comments. Overall, group consensus was reached in 95.9%, and group agreement in 4.1%. This communication contains the first part consisting of the imaging algorithm for suspected soft tissue tumors, methods for local imaging, and the role of tumor centers. Ultrasound represents the initial triage imaging modality for accessible and small tumors. MRI is the modality of choice for the characterization and local staging of most soft tissue tumors. CT is indicated in special situations. In suspicious or likely malignant tumors, a specialist tumor center should be contacted for referral or teleradiologic second opinion. This should be done before performing a biopsy, without exception. The updated ESSR soft tissue tumor imaging guidelines aim to provide best practice expert consensus for standardized imaging, to support radiologists in their decision-making, and to improve examination comparability both in individual patients and in future studies on individualized strategies. • Ultrasound remains the best initial triage imaging modality for accessible and small suspected soft tissue tumors. • MRI is the modality of choice for the characterization and local staging of soft tissue tumors in most cases; CT is indicated in special situations. Suspicious or likely malignant tumors should undergo biopsy. • In patients with large, indeterminate or suspicious tumors, a tumor reference center should be contacted for referral or teleradiologic second opinion; this must be done before a biopsy.",2529
38060003,"Willingness to participate in combination screening for lung cancer, chronic obstructive pulmonary disease and cardiovascular disease in four European countries.",European radiology,2024,"Lung cancer screening (LCS), using low-dose computed tomography (LDCT), can be more efficient by simultaneously screening for chronic obstructive pulmonary disease (COPD) and cardiovascular disease (CVD), the Big-3 diseases. This study aimed to determine the willingness to participate in (combinations of) Big-3 screening in four European countries and the relative importance of amendable participation barriers. An online cross-sectional survey aimed at (former) smokers aged 50-75 years elicited the willingness of individuals to participate in Big-3 screening and used analytical hierarchy processing (AHP) to determine the importance of participation barriers. Respondents were from France (n = 391), Germany (n = 338), Italy (n = 399), and the Netherlands (n = 342), and consisted of 51.2% men. The willingness to participate in screening was marginally influenced by the diseases screened for (maximum difference of 3.1%, for Big-3 screening (73.4%) vs. lung cancer and COPD screening (70.3%)) and by country (maximum difference of 3.7%, between France (68.5%) and the Netherlands (72.3%)). The largest effect on willingness to participate was personal perceived risk of lung cancer. The most important barriers were the missed cases during screening (weight 0.19) and frequency of screening (weight 0.14), while diseases screened for (weight 0.11) ranked low. The difference in willingness to participate in LCS showed marginal increase with inclusion of more diseases and limited variation between countries. A marginal increase in participation might result in a marginal additional benefit of Big-3 screening. The amendable participation barriers are similar to previous studies, and the new criterion, diseases screened for, is relatively unimportant. Adding diseases to combination screening modestly improves participation, driven by personal perceived risk. These findings guide program design and campaigns for lung cancer and Big-3 screening. Benefits of Big-3 screening lie in long-term health and economic impact, not participation increase. • It is unknown whether or how combination screening might affect participation. • The addition of chronic obstructive pulmonary disease and cardiovascular disease to lung cancer screening resulted in a marginal increase in willingness to participate. • The primary determinant influencing individuals' engagement in such programs is their personal perceived risk of the disease.",2441
38054958,Role of FDG PET/CT in Patients With Lymphoma Treated With Chimeric Antigen Receptor T-Cell Therapy: Current Concepts.,AJR. American journal of roentgenology,2024,"Chimeric antigen receptor (CAR) T-cell therapy is a cellular therapy in which the patient's T cells are enhanced to recognize and bind to specific tumor antigens. CAR T-cell therapy was initially developed for the treatment of leukemia, but its current main indication is the treatment of relapsed or refractory non-Hodgkin lymphoma. FDG PET/CT plays a fundamental role in the diagnosis, staging, therapy response assessment, and recurrence evaluation of patients with metabolically active lymphoma. Consistent with the examination's role in lymphoma management, FDG PET/CT is also the imaging modality of choice to evaluate patients before and after CAR T-cell therapy, and evidence supporting its utility in this setting continues to accumulate. In this article, we review current concepts in CAR T-cell therapy in patients with lymphoma, emphasizing the critical role of FDG PET/CT before and after therapy. A framework is presented that entails performing FDG PET/CT at four time points over the course of CAR T-cell therapy: pretherapy at baseline at the time of decision to administer CAR T-cell therapy and after any bridging therapies and posttherapy 1 and 3 months after infusion. PET parameters assessed at these time points predict various patient outcomes.",1268
38051188,Association of PSMA PET-derived Parameters and Outcomes of Patients Treated for Oligorecurrent Prostate Cancer.,Radiology,2023,"Background Prostate-specific membrane antigen (PSMA) PET is useful in the early detection of oligorecurrent prostate cancer (PCa), but whether PSMA PET parameters can be used to identify patients who would benefit from metastasis-directed therapy (MDT) with radiation or surgery remains uncertain. Purpose To assess the association of PSMA PET parameters with outcomes of patients with oligorecurrent PCa after MDT. Materials and Methods In this retrospective analysis of a single-center phase II trial that enrolled patients with biochemical recurrence of PCa after maximal local therapy and with no evidence of disease at conventional imaging, patients underwent PSMA PET (between May 2017 and November 2021), and unveiled recurrences were treated with MDT. Maximum standardized uptake value (SUV",798
38051187,MRI-guided Minimally Invasive Focal Therapies for Prostate Cancer.,Radiology,2023,"Two cases involving patients diagnosed with localized prostate cancer and treated with MRI-guided focal therapies are presented. Patient selection procedures, techniques, outcomes, challenges, and future directions of MRI-guided focal therapies, as well as their role in the treatment of low- to intermediate-risk localized prostate cancer, are summarized.",356
38051184,Digital Breast Tomosynthesis versus Digital Mammography for Detection of Early-Stage Cancers Stratified by Grade: A TOSYMA Subanalysis.,Radiology,2023,"Background Breast cancer screening with digital breast tomosynthesis (DBT) plus synthesized mammography (SM) increases invasive tumor detection compared with digital mammography (DM). However, it is not known how the prognostic characteristics of the cancers detected with the two screening approaches differ. Purpose To compare invasive breast cancers detected with DBT plus SM (test arm) versus DM (control arm) screening with regard to tumor stage, histologic grade, patient age, and breast density. Materials and Methods This exploratory subanalysis of the Tomosynthesis plus Synthesized Mammography (TOSYMA) study, which is a multicenter randomized controlled trial embedded in the German mammography screening program, recruited women aged 50-70 years from July 2018 to December 2020. It compared invasive cancer detection rates (iCDRs), rate differences, and odds ratios (ORs) between the arms stratified by Union for International Cancer Control (UICC) stage (I vs II-IV), histologic grade (1 vs 2 or 3), age group (50-59 vs 60-70 years), and Breast Imaging Reporting and Data System categories of breast density (A or B vs C or D). Results In total, 49 462 (median age, 57 years [IQR, 53-62 years]) and 49 669 (median age, 57 years [IQR, 53-62 years]) participants were allocated to DBT plus SM and DM screening, respectively. The iCDR of stage I tumors with DBT plus SM was 51.6 per 10 000 women (255 of 49 462) and with DM it was 30.0 per 10 000 women (149 of 49 669). DBT plus SM depicted more stage I tumors with grade 2 or 3 (166 of 49 462, 33.7 per 10 000 women) than DM (106 of 49 669, 21.3 per 10 000 women; rate difference, +12.3 per 10 000 women [95% CI: 0.3, 24.9]; OR, 1.6 [95% CI: 0.9, 2.7]). DBT plus SM achieved the highest iCDR of stage I tumors with grade 2 or 3 among women aged 60-70 years with dense breasts (41 of 7364, 55.4 per 10 000 women; rate difference, +21.6 per 10 000 women [95% CI: -21.1, 64.3]; OR, 1.6 [95% CI: 0.6, 4.5]). Conclusion DBT plus SM screening appears to lead to higher detection of early-stage invasive breast cancers of grade 2 or 3 than DM screening, with the highest rate among women aged 60-70 years with dense breasts. Clinical trial registration no. NCT03377036 © RSNA, 2023 See also the editorial by Ha and Chang in this issue.",2289
38048045,Evaluation of the SSTR2-targeted Radiopharmaceutical 177Lu-DOTATATE and SSTR2-specific 68Ga-DOTATATE PET as Imaging Biomarker in Patients with Intracranial Meningioma.,Clinical cancer research : an official journal of the American Association for Cancer Research,2024,"There are no effective medical therapies for patients with meningioma who progress beyond surgical and radiotherapeutic interventions. Somatostatin receptor type 2 (SSTR2) represents a promising treatment target in meningiomas. In this multicenter, single-arm phase II clinical study (NCT03971461), the SSTR2-targeting radiopharmaceutical 177Lu-DOTATATE is evaluated for its feasibility, safety, and therapeutic efficacy in these patients. Adult patients with progressive intracranial meningiomas received 177Lu-DOTATATE at a dose of 7.4 GBq (200 mCi) every eight weeks for four cycles. 68Ga-DOTATATE PET-MRI was performed before and six months after the start of the treatment. The primary endpoint was progression-free survival (PFS) at 6 months (PFS-6). Secondary endpoints were safety and tolerability, overall survival (OS) at 12 months (OS-12), median PFS, and median OS. Fourteen patients (female = 11, male = 3) with progressive meningiomas (WHO 1 = 3, 2 = 10, 3 = 1) were enrolled. Median age was 63.1 (range 49.7-78) years. All patients previously underwent tumor resection and at least one course of radiation. Treatment with 177Lu-DOTATATE was well tolerated. Seven patients (50%) achieved PFS-6. Best radiographic response by modified Macdonald criteria was stable disease (SD) in all seven patients. A >25% reduction in 68Ga-DOTATATE uptake (PET) was observed in five meningiomas and two patients. In one lesion, this corresponded to >50% reduction in bidirectional tumor measurements (MRI). Treatment with 177Lu-DOTATATE was well tolerated. The predefined PFS-6 threshold was met in this interim analysis, thereby allowing this multicenter clinical trial to continue enrollment. 68Ga-DOTATATE PET may be a useful imaging biomarker to assess therapeutic outcome in patients with meningioma.",1804
38043558,Overall survival with [,The Lancet. Oncology,2024,"The TheraP study reported improved prostate-specific antigen responses with lutetium-177 [ TheraP was an open-label, randomised phase 2 trial at 11 centres in Australia. Eligible participants had metastatic castration-resistant prostate cancer progressing after docetaxel, and PET imaging with [ 291 men were registered from Feb 6, 2018, to Sept 3, 2019; after study imaging, 200 were eligible and randomly assigned to treatment with [ These results support the use of [ Australian and New Zealand Urogenital and Prostate Cancer Trials Group, Prostate Cancer Foundation of Australia, Endocyte (a Novartis company), Australian Nuclear Science and Technology Organization, Movember, It's a Bloke Thing, CAN4CANCER, and The Distinguished Gentleman's Ride.",752
38041717,CT versus MR guidance for radiofrequency ablation in patients with colorectal liver metastases: a 10-year follow-up favors MR guidance.,European radiology,2024,"To compare the results of CT- vs MR-guided radiofrequency ablation (RFA) of liver metastases (LM) from colorectal cancer after 10 years of follow-up in an observational, retrospective, and multicentric study. A total of 238 patients with 496 LM were treated with RFA either with CT (CT group) or magnetic resonance (MR group) guidance. Every ablated LM was assessed and followed up with diagnostic MRI. Technical success, technique efficacy, predictive factors, recurrence rates, and overall survival were assessed. The CT group comprised 143 patients and the MR group 77 patients. Eighteen patients underwent ablation with both modalities. Technical success per patient and per lesion was 88% and 93% for CT and 87% and 89.6% for MR, and technique efficacy was 97.1% and 98.6% for CT and 98.7% and 99.3% for MR respectively. Local recurrence following the first ablation (primary patency) occurred in 20.1% (CT) vs 4.6% (MR) (p < 0.001). Residual liver tumor, size of LM, and advanced N and M stage at initial diagnosis were independent predictors for overall survival in both groups. The median overall survival measured from first RFA treatment was 2.6 years. The 1-year, 5-year, and 10-year survival were 85.9%, 25.5%, and 19.1% respectively. The MR group had significantly better local control compared to the CT group. There was no significant difference in patient survival between the two groups. MR-guided radiofrequency ablation of colorectal liver metastases is safe and effective, and offers better local control than CT-guided ablation. • Imaging modality for radiofrequency ablation guidance is an independent predictor of local recurrence in colorectal liver metastases. • MR-guided radiofrequency ablation achieved better local control of liver metastases from colorectal cancer than CT-guided. • The number and size of liver metastases are, among others, independent predictors of survival. Radiofrequency ablation with MR guidance improved clinical outcome but does not affect survival.",2004
38038758,Recurrent prostate cancer: combined role for MRI and PSMA-PET in ,European radiology,2024,"To investigate the specific strengths of MRI and PET components in  Patients with biochemical recurrence of PCa and contrast-enhanced whole-body  Altogether 102 patients (mean aged 68 ± 8 years, median PSA 1.33 ng/mL) were included. PCa was found in 70/102 (68%) patients. Accuracy of MRI in the detection of Tr, N1, M + , M1a, and M1b was 100%, 79%, 90%, 97%, and 95% for PSA < 1.69 ng/mL and 100%, 87%, 87%, 91%, and 96% for PSA > 1.69 ng/mL. Accuracy of  Combined assessment of  This study gives a scientific baseline to improve the understanding and reading of  • Combining the individual modality strengths of ",615
38019473,The Role of Contrast-Enhanced Mammography After Cryoablation of Breast Cancer.,AJR. American journal of roentgenology,2024,"Image-guided cryoablation is an emerging therapeutic technique for the treatment of breast cancer and is a treatment strategy that is an effective alternate to surgery in select patients. Tumor features impacting the efficacy of cryoablation include size, location in relation to skin, and histology (e.g., extent of intraductal component), underscoring the importance of imaging for staging and workup in this patient population. Contrast-enhanced mammography (CEM) utilization is increasing in both the screening and diagnostic settings and may be useful for follow-up imaging after breast cancer cryoablation, given its high sensitivity for cancer detection and its advantages in terms of PPV, time, cost, eligibility, and accessibility compared with contrast-enhanced MRI. This Clinical Perspective describes the novel use of CEM after breast cancer cryoablation, highlighting the advantages and disadvantages of CEM compared with alternate imaging modalities, expected benign postablation CEM findings, and CEM findings suggestive of residual or recurrent tumor.",1067
38019313,Using automated software evaluation to improve the performance of breast radiographers in tomosynthesis screening.,European radiology,2024,"To improve breast radiographers' individual performance by using automated software to assess the correctness of breast positioning and compression in tomosynthesis screening. In this retrospective longitudinal analysis of prospective cohorts, six breast radiographers with varying experience in the field were asked to use automated software to improve their performance in breast compression and positioning. The software tool automatically analyzes craniocaudal (CC) and mediolateral oblique (MLO) views for their positioning quality by scoring them according to PGMI classifications (perfect, good, moderate, inadequate) and checking whether the compression pressure is within the target range. The positioning and compression data from the studies acquired before the start of the project were used as individual baselines, while the data obtained after the training were used to test whether conscious use of the software could help the radiographers improve their performance. The percentage of views rated perfect or good and the percentage of views in target compression were used as overall metrics to assess changes in performance. Following the use of the software, all radiographers significantly increased the percentage of images rated as perfect or good in both CCs and MLOs. Individual improvements ranged from 7 to 14% for CC and 10 to 16% for MLO views. Moreover, most radiographers exhibited improved compression performance in CCs, with improvements up to 16%. Active use of a software tool to automatically assess the correctness of breast compression and positioning in breast cancer screening can improve the performance of radiographers. This study suggests that the use of a software tool for automatically evaluating correctness of breast compression and positioning in breast cancer screening can improve the performance of radiographers on these metrics, which may ultimately lead to improved screening outcomes. • Proper breast positioning and compression are critical in breast cancer screening to ensure accurate diagnosis. • Active use of the software increased the quality of craniocaudal and mediolateral oblique views acquired by all radiographers. • Improved performance of radiographers is expected to improve screening outcomes.",2267
38012454,Sonic hedgehog hepatocellular adenoma: magnetic resonance imaging features and correlation with histology.,European radiology,2024,"Sonic hedgehog hepatocellular adenoma (shHCA) is a new hepatocellular adenoma (HCA) subgroup characterized by high risk of hemorrhage. ShHCA account for below 10% of all HCA cases and are often associated with female gender, obesity, and non-alcoholic steatohepatitis. No specific MRI characteristics have been described to date. The objective of this study was to assess the value of using MRI to identify shHCA, and correlate MRI findings with histology. We retrospectively collected MRI scans of 29 patients with shHCA from our center and from different liver referral centers to include 35 lesions. Diagnosis of shHCA was assessed by immunohistochemical overexpression of argininosuccinate synthase 1 or prostaglandin D2 synthase, then confirmed by molecular analysis of sonic hedgehog pathway activation and/or by proteomic analysis. In 46% (n = 16/35) of shHCA cases, we detected intralesional fluid-filled cavities defined on MR images as fluid-like foci markedly hyperintense on T2-weighted sequences, and hypointense on T1-weighted sequences, with or without delayed enhancement. Pathologically, these cavities were observed in 54% of cases as vacuoles filled with blood at different stages of degradation. Hemorrhage and/or necrosis were detected among 71% of cases by MRI analysis (n = 25/35) versus 82% pathologically. Seventeen percent of shHCA cases (n = 6/35) were completely homogeneous via MRI and pathological analysis. No MRI criteria was found in favor of focal nodular hyperplasia, HNF1A-mutated HCA, or typical inflammatory HCA. We reveal the presence of intralesional fluid-filled cavities among 46% of our shHCA cases that represent a new MRI finding possibly helpful for shHCA diagnosis. This multicenter study is the first clinical study about the radiological aspect of this new hepatocellular adenoma subgroup. This highlights a strong correlation between MRI and histological analysis, with a specific pattern emerging for diagnosis. • Sonic hedgehog hepatocellular adenoma is a new hepatocellular adenoma subgroup associated with high risk of hemorrhage, but imaging features of this subgroup remain unknown. • Analysis of MR images and correlation with pathology revealed intralesional fluid-filled cavities and necrotic-hemorrhagic changes. • Intralesional fluid-filled cavities have not yet been described in other adenoma subtypes and represent a new MRI finding for sonic hedgehog hepatocellular adenoma.",2439
38008743,Image quality of DWI at breast MRI depends on the amount of fibroglandular tissue: implications for unenhanced screening.,European radiology,2024,"To compare image quality of diffusion-weighted imaging (DWI) and contrast-enhanced breast MRI (DCE-T1) stratified by the amount of fibroglandular tissue (FGT) as a measure of breast density. Retrospective, multi-reader, bicentric visual grading analysis study on breast density (A-D) and overall image and fat suppression quality of DWI and DCE-T1, scored on a standard 5-point Likert scale. Cross tabulations and visual grading characteristic (VGC) curves were calculated for fatty breasts (A/B) versus dense breasts (C/D). Image quality of DWI was higher in the case of increased breast density, with good scores (score 3-5) in 85.9% (D) and 88.4% (C), compared to 61.6% (B) and 53.5% (A). Overall image quality of DWI was in favor of dense breasts (C/D), with an area under the VGC curve of 0.659 (p < 0.001). Quality of DWI and DCE-T1 fat suppression increased with higher breast density, with good scores (score 3-5) for 86.9% and 45.7% of density D, and 90.2% and 42.9% of density C cases, compared to 76.0% and 33.6% for density B and 54.7% and 29.6% for density A (DWI and DCE-T1 respectively). Dense breasts show excellent fat suppression and substantially higher image quality in DWI images compared with non-dense breasts. These results support the setup of studies exploring DWI-based MR imaging without IV contrast for additional screening of women with dense breasts. Our findings demonstrate that image quality of DWI is robust in women with an increased amount of fibroglandular tissue, technically supporting the feasibility of exploring applications such as screening of women with mammographically dense breasts. • Image and fat suppression quality of diffusion-weighted imaging are dependent on the amount of fibroglandular tissue (FGT) which is closely connected to breast density. • Fat suppression quality in diffusion-weighted imaging of the breast is best in women with a high amount of fibroglandular tissue. • High image quality of diffusion-weighted imaging in women with a high amount of FGT in MRI supports that the technical feasibility of DWI can be explored in the additional screening of women with mammographically dense breasts.",2164
